id_alg,param_1,param_2,param_3,id_dataset,param_4,mean_ind,std_ind,ind_0,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9
11,5,1,5,3,1,0.7538888888888889,0.0877672722148379,0.6681818181818181,0.9045454545454544,0.759090909090909,0.759090909090909,0.6727272727272727,0.759090909090909,0.8545454545454546,0.6666666666666667,0.8535353535353535,0.6414141414141414
12,10,1,5,3,1,0.8016919191919193,0.0841869389800285,0.759090909090909,0.9090909090909092,0.7681818181818182,0.7090909090909092,0.8545454545454546,0.7090909090909092,0.8090909090909092,0.8472222222222222,0.9545454545454546,0.696969696969697
1,-1,0,5,3,2,0.7124747474747475,0.1200434082118498,0.5727272727272728,0.7181818181818181,0.6090909090909091,0.7090909090909092,0.8545454545454546,0.8045454545454546,0.7227272727272727,0.8055555555555556,0.4747474747474747,0.8535353535353535
2,-1,1,5,3,2,0.7633080808080808,0.0864749157559253,0.7181818181818181,0.9045454545454544,0.7545454545454546,0.8090909090909092,0.8545454545454546,0.6181818181818182,0.631818181818182,0.7361111111111112,0.7979797979797981,0.8080808080808081
3,-1,0,10,3,2,0.6942929292929293,0.0750787941029059,0.5727272727272728,0.6636363636363637,0.6590909090909092,0.6636363636363637,0.8090909090909092,0.7636363636363637,0.7681818181818182,0.7500000000000002,0.5858585858585859,0.7070707070707071
4,-1,1,10,3,2,0.7694444444444446,0.0814160368980038,0.8545454545454546,0.8090909090909092,0.7090909090909092,0.7090909090909092,0.8545454545454546,0.6181818181818182,0.6727272727272727,0.8611111111111112,0.7979797979797981,0.8080808080808081
5,5,0,0,3,2,0.7406313131313131,0.0870754857309688,0.6227272727272727,0.8045454545454546,0.6590909090909092,0.6136363636363636,0.7636363636363637,0.7181818181818181,0.7181818181818181,0.8194444444444443,0.787878787878788,0.898989898989899
6,10,0,0,3,2,0.7894444444444445,0.1244931464618344,0.6636363636363637,0.7181818181818181,0.7090909090909092,0.5727272727272728,1.0,0.7636363636363637,0.9545454545454546,0.8611111111111112,0.8080808080808081,0.8434343434343434
7,5,1,0,3,2,0.7720707070707071,0.0761682639169331,0.6636363636363637,0.7636363636363637,0.7090909090909092,0.6636363636363637,0.85,0.8590909090909091,0.7090909090909092,0.8055555555555556,0.8434343434343434,0.8535353535353535
8,10,1,0,3,2,0.820858585858586,0.0870476339861894,0.8090909090909092,0.8136363636363637,0.7090909090909092,0.6636363636363637,0.9,0.8636363636363636,0.9090909090909092,0.9444444444444444,0.7424242424242425,0.8535353535353535
9,5,0,5,3,2,0.7401010101010103,0.0855580599015721,0.7136363636363636,0.6636363636363637,0.8,0.6636363636363637,0.8636363636363636,0.7227272727272727,0.8045454545454546,0.5833333333333334,0.7323232323232324,0.8535353535353535
10,10,0,5,3,2,0.7932070707070707,0.0748418093303088,0.759090909090909,0.8090909090909092,0.6636363636363637,0.7136363636363636,0.9,0.8090909090909092,0.8090909090909092,0.9027777777777776,0.7222222222222222,0.8434343434343434
11,5,1,5,3,2,0.7565151515151516,0.0810282511972993,0.6136363636363636,0.8,0.6590909090909092,0.8090909090909092,0.759090909090909,0.8590909090909091,0.6636363636363637,0.8611111111111112,0.7525252525252525,0.787878787878788
12,10,1,5,3,2,0.7759848484848485,0.0905515168923691,0.7090909090909092,0.7090909090909092,0.7136363636363636,0.6090909090909091,0.9,0.9045454545454544,0.7636363636363637,0.763888888888889,0.8434343434343434,0.8434343434343434
1,-1,0,5,3,3,0.7010101010101011,0.0650198340392215,0.6590909090909092,0.7545454545454546,0.7545454545454546,0.7136363636363636,0.8045454545454546,0.7136363636363636,0.7136363636363636,0.638888888888889,0.5606060606060607,0.696969696969697
2,-1,1,5,3,3,0.7325757575757577,0.0906014012968191,0.7636363636363637,0.7545454545454546,0.8590909090909091,0.8090909090909092,0.6681818181818181,0.6136363636363636,0.8045454545454546,0.6944444444444444,0.5606060606060607,0.7979797979797981
3,-1,0,10,3,3,0.6924747474747475,0.0615380569718596,0.6590909090909092,0.7045454545454546,0.759090909090909,0.8136363636363637,0.7090909090909092,0.7136363636363636,0.6136363636363636,0.638888888888889,0.6060606060606062,0.7070707070707071
4,-1,1,10,3,3,0.7307323232323231,0.0713849226940958,0.759090909090909,0.8045454545454546,0.8090909090909092,0.8090909090909092,0.6681818181818181,0.6136363636363636,0.8045454545454546,0.6805555555555556,0.6515151515151516,0.7070707070707071
5,5,0,0,3,3,0.7473989898989899,0.1123022727020041,0.8545454545454546,0.75,0.7136363636363636,0.9045454545454544,0.759090909090909,0.8545454545454546,0.5227272727272727,0.6805555555555556,0.6161616161616161,0.8181818181818181
6,10,0,0,3,3,0.8054040404040403,0.060935991680898,0.7636363636363637,0.85,0.9045454545454544,0.8545454545454546,0.8045454545454546,0.8590909090909091,0.8181818181818181,0.6944444444444444,0.7626262626262625,0.7424242424242425
7,5,1,0,3,3,0.7442929292929292,0.0796607469756177,0.8045454545454546,0.7090909090909092,0.8045454545454546,0.8090909090909092,0.7545454545454546,0.9,0.6636363636363637,0.6944444444444444,0.6616161616161615,0.6414141414141414
8,10,1,0,3,3,0.8269949494949496,0.0537482010908077,0.9045454545454544,0.8545454545454546,0.7636363636363637,0.8590909090909091,0.9045454545454544,0.8045454545454546,0.8090909090909092,0.763888888888889,0.8535353535353535,0.7525252525252525
9,5,0,5,3,3,0.7845707070707071,0.0932531993710644,0.8090909090909092,0.7090909090909092,0.8045454545454546,0.7181818181818181,0.9,0.95,0.8045454545454546,0.7361111111111112,0.8080808080808081,0.6060606060606062
10,10,0,5,3,3,0.7917424242424242,0.0712740659374616,0.8090909090909092,0.8,0.759090909090909,0.8545454545454546,0.8545454545454546,0.759090909090909,0.759090909090909,0.625,0.7979797979797981,0.898989898989899
11,5,1,5,3,3,0.745479797979798,0.1169536268204038,0.8136363636363637,0.8,0.7090909090909092,0.95,0.7636363636363637,0.8545454545454546,0.5727272727272728,0.5416666666666667,0.7525252525252525,0.696969696969697
12,10,1,5,3,3,0.7893434343434345,0.0738985542950971,0.8545454545454546,0.8,0.8045454545454546,0.8045454545454546,0.759090909090909,0.95,0.7136363636363636,0.6666666666666667,0.7979797979797981,0.7424242424242425
1,-1,0,5,3,4,0.7428535353535354,0.0988411097057313,0.9045454545454544,0.5681818181818181,0.6545454545454545,0.6272727272727273,0.7636363636363637,0.7090909090909092,0.8590909090909091,0.7916666666666667,0.787878787878788,0.7626262626262625
2,-1,1,5,3,4,0.7408585858585859,0.0698722178250661,0.9045454545454544,0.7136363636363636,0.7636363636363637,0.7636363636363637,0.6727272727272727,0.7636363636363637,0.6727272727272727,0.7500000000000002,0.6414141414141414,0.7626262626262625
3,-1,0,10,3,4,0.7303282828282829,0.1283739858453108,0.8590909090909091,0.5181818181818182,0.6545454545454545,0.5363636363636364,0.7181818181818181,0.6590909090909092,0.9045454545454544,0.7916666666666667,0.8434343434343434,0.8181818181818181
4,-1,1,10,3,4,0.7213131313131312,0.0602429357266798,0.8590909090909091,0.7181818181818181,0.7545454545454546,0.7181818181818181,0.7136363636363636,0.6272727272727273,0.7136363636363636,0.7500000000000002,0.6414141414141414,0.7171717171717171
5,5,0,0,3,4,0.790959595959596,0.049698843070546,0.8545454545454546,0.7136363636363636,0.759090909090909,0.8045454545454546,0.8545454545454546,0.8590909090909091,0.7636363636363637,0.8055555555555556,0.7525252525252525,0.7424242424242425
6,10,0,0,3,4,0.7822979797979799,0.0945811716236992,0.9545454545454546,0.6590909090909092,0.8590909090909091,0.8090909090909092,0.8636363636363636,0.7181818181818181,0.7636363636363637,0.6250000000000001,0.7525252525252525,0.8181818181818181
7,5,1,0,3,4,0.7455555555555555,0.0962456660947189,0.6681818181818181,0.6136363636363636,0.6136363636363636,0.8545454545454546,0.8545454545454546,0.7636363636363637,0.7136363636363636,0.8888888888888888,0.6868686868686869,0.7979797979797981
8,10,1,0,3,4,0.7666161616161616,0.0872286557493487,0.9045454545454544,0.8136363636363637,0.6227272727272727,0.7636363636363637,0.8136363636363637,0.6181818181818182,0.7636363636363637,0.7500000000000002,0.7525252525252525,0.8636363636363636
9,5,0,5,3,4,0.7256818181818183,0.0920535460826644,0.8090909090909092,0.6590909090909092,0.6590909090909092,0.759090909090909,0.85,0.5181818181818182,0.8090909090909092,0.763888888888889,0.696969696969697,0.7323232323232324
10,10,0,5,3,4,0.7680808080808081,0.1186098611125889,0.8545454545454546,0.6636363636363637,0.6090909090909091,0.9045454545454544,0.8545454545454546,0.5681818181818181,0.7136363636363636,0.9166666666666669,0.8434343434343434,0.7525252525252525
11,5,1,5,3,4,0.7944696969696969,0.1083158758979195,0.9545454545454546,0.5727272727272728,0.7090909090909092,0.7636363636363637,0.9045454545454544,0.9090909090909092,0.8545454545454546,0.7916666666666667,0.7424242424242425,0.7424242424242425
12,10,1,5,3,4,0.8433333333333334,0.0623154555336596,1.0,0.8045454545454546,0.8045454545454546,0.8045454545454546,0.8590909090909091,0.8090909090909092,0.9045454545454544,0.8055555555555556,0.787878787878788,0.8535353535353535
1,-1,0,5,4,60,0.9737574655715294,0.0171089048181152,0.9918032786885246,0.9689163295720672,0.9376617773943056,1.0,0.9704486626402072,0.959016393442623,0.9918032786885246,0.9704486626402072,0.977027610008628,0.9704486626402072
2,-1,1,5,4,60,0.982439519065921,0.0097191285108548,0.985309772195018,0.9836065573770492,0.9622519413287316,0.9802631578947368,0.9736842105263158,0.977027610008628,0.9836065573770492,0.9918032786885246,0.986842105263158,1.0
3,-1,0,10,4,60,0.985249963582578,0.0103727936909116,0.985309772195018,0.9788162657015116,0.9688308886971528,0.9918032786885246,0.9704486626402072,1.0,0.9918032786885246,1.0,0.9852243313201036,0.9802631578947368
4,-1,1,10,4,60,0.9865486648812792,0.0109076753014425,0.985309772195018,0.9836065573770492,0.9704486626402072,0.9918032786885246,0.986842105263158,1.0,0.977027610008628,1.0,0.9704486626402072,1.0
5,5,0,0,4,60,0.990647025537017,0.0096010362494166,0.9935064935064934,1.0,0.9786453839516824,1.0,0.986842105263158,0.9688308886971528,0.9918032786885246,0.9934210526315788,0.9934210526315788,1.0
6,10,0,0,4,60,0.9942515099223468,0.0064522031516375,1.0,1.0,0.9852243313201036,1.0,0.986842105263158,0.9836065573770492,1.0,1.0,0.9934210526315788,0.9934210526315788
7,5,1,0,4,60,0.991962815010701,0.0072080468583624,0.9935064935064934,0.9918032786885246,0.977027610008628,0.9836065573770492,0.986842105263158,1.0,1.0,1.0,0.9934210526315788,0.9934210526315788
8,10,1,0,4,60,0.9901616933541006,0.0106892125956733,0.9935064935064934,0.9918032786885246,0.9704486626402072,1.0,1.0,0.9754098360655736,0.9918032786885246,1.0,0.9786453839516824,1.0
9,5,0,5,4,60,0.9811322736797284,0.0122107173168961,0.985309772195018,0.985309772195018,0.963869715271786,1.0,0.9671052631578948,0.9606341673856772,0.9918032786885246,0.9836065573770492,0.986842105263158,0.986842105263158
10,10,0,5,4,60,0.9866911130284728,0.0108549510642141,1.0,1.0,0.9704486626402072,1.0,0.9802631578947368,0.9754098360655736,0.9736842105263158,0.9934210526315788,0.986842105263158,0.986842105263158
11,5,1,5,4,60,0.9816090617751532,0.0140113551796724,0.9935064935064934,1.0,0.9622519413287316,0.986842105263158,0.9671052631578948,0.9688308886971528,1.0,0.986842105263158,0.963869715271786,0.986842105263158
12,10,1,5,4,60,0.9842491848100132,0.0139173926732491,0.987012987012987,1.0,0.9704486626402072,1.0,0.9671052631578948,0.9606341673856772,1.0,0.9934210526315788,0.977027610008628,0.986842105263158
1,-1,0,5,4,1,0.9717837813610032,0.0146643503205145,0.9672131147540984,0.9525228869491164,0.9490940465918896,0.963869715271786,0.977027610008628,0.9934210526315788,0.9852243313201036,0.9622519413287316,0.9754098360655736,0.9918032786885246
2,-1,1,5,4,1,0.9793482401981108,0.0136132201504718,0.9559293165850544,0.9771130508835426,0.9556729939603106,0.9852243313201036,0.9786453839516824,0.977027610008628,0.9934210526315788,0.986842105263158,0.9836065573770492,1.0
3,-1,0,10,4,1,0.9809704962854228,0.0162088730600704,0.9918032786885246,0.9788162657015116,0.9425150992234684,0.9704486626402072,0.977027610008628,0.9934210526315788,0.9934210526315788,0.9704486626402072,1.0,0.9918032786885246
4,-1,1,10,4,1,0.982782403101644,0.0125842593660192,0.9624228230785608,0.9918032786885246,0.9622519413287316,0.9852243313201036,0.9786453839516824,0.977027610008628,1.0,0.986842105263158,0.9836065573770492,1.0
5,5,0,0,4,1,0.9912963761863672,0.006148685617671,0.9918032786885246,0.9918032786885246,0.986842105263158,0.9852243313201036,0.9786453839516824,0.9934210526315788,0.9934210526315788,1.0,0.9918032786885246,1.0
6,10,0,0,4,1,0.991134598792062,0.009404857079711,0.9918032786885246,0.9754098360655736,0.9786453839516824,0.9934210526315788,0.9786453839516824,0.9934210526315788,1.0,1.0,1.0,1.0
7,5,1,0,4,1,0.9906384814495256,0.0085973079843963,0.9918032786885246,0.9918032786885246,0.9720664365832614,0.9934210526315788,0.977027610008628,0.9934210526315788,0.9934210526315788,1.0,1.0,0.9934210526315788
8,10,1,0,4,1,0.9935936151855048,0.0067893757686737,1.0,0.9918032786885246,0.9934210526315788,0.9852243313201036,0.9786453839516824,0.9934210526315788,0.9934210526315788,1.0,1.0,1.0
9,5,0,5,4,1,0.981951945810876,0.0118023001990483,0.9918032786885246,0.9706195443900362,0.9704486626402072,0.963869715271786,0.9720664365832614,0.9852243313201036,0.9934210526315788,0.9934210526315788,0.9786453839516824,1.0
10,10,0,5,4,1,0.9839063007742904,0.0097459988027808,0.985309772195018,0.9918032786885246,0.9671052631578948,0.9852243313201036,0.9720664365832614,0.9934210526315788,0.9934210526315788,0.986842105263158,0.9704486626402072,0.9934210526315788
11,5,1,5,4,1,0.9826183846352096,0.0095867917805797,0.987012987012987,0.9771130508835426,0.9654874892148404,0.977027610008628,0.9720664365832614,0.9934210526315788,0.9852243313201036,1.0,0.9852243313201036,0.9836065573770492
12,10,1,5,4,1,0.9825819672131147,0.0097097888203318,0.9836065573770492,0.9918032786885246,0.9605263157894736,0.9852243313201036,0.9786453839516824,0.9934210526315788,0.9736842105263158,0.9934210526315788,0.9786453839516824,0.986842105263158
1,-1,0,5,4,2,0.968026063668859,0.0155149519586763,0.9542261017670852,0.9771130508835426,0.9556729939603106,0.977027610008628,1.0,0.952437446074202,0.9490940465918896,0.9622519413287316,0.9836065573770492,0.9688308886971528
2,-1,1,5,4,2,0.9831230460652376,0.0145217598254873,0.9641260378965296,0.9771130508835426,0.9688308886971528,0.9934210526315788,1.0,1.0,0.9654874892148404,0.9704486626402072,0.9918032786885246,1.0
3,-1,0,10,4,2,0.9816369351097564,0.0115906813233784,0.9788162657015116,0.9935064935064934,0.9688308886971528,0.9852243313201036,1.0,0.9754098360655736,0.9589085418464194,0.9786453839516824,0.9918032786885246,0.9852243313201036
4,-1,1,10,4,2,0.9863931905023362,0.0104254783273892,0.9788162657015116,0.985309772195018,0.9688308886971528,0.9934210526315788,1.0,0.9934210526315788,0.9736842105263158,0.9786453839516824,0.9918032786885246,1.0
5,5,0,0,4,2,0.9877089799760206,0.0095376988140232,0.9788162657015116,0.9935064935064934,0.9918032786885246,0.9934210526315788,0.986842105263158,0.9688308886971528,0.9786453839516824,0.9852243313201036,1.0,1.0
6,10,0,0,4,2,0.992133136492498,0.008025884765518,0.9771130508835426,0.9935064935064934,0.9918032786885246,1.0,0.986842105263158,1.0,0.9802631578947368,0.9918032786885246,1.0,1.0
7,5,1,0,4,2,0.9893483242383156,0.0085407457357899,0.9706195443900362,0.9935064935064934,0.9918032786885246,0.9918032786885246,0.986842105263158,0.9934210526315788,0.9802631578947368,0.9852243313201036,1.0,1.0
8,10,1,0,4,2,0.99279103122934,0.0079343294521126,0.985309772195018,0.985309772195018,1.0,0.9852243313201036,0.9934210526315788,1.0,0.9786453839516824,1.0,1.0,1.0
9,5,0,5,4,2,0.9800124379503152,0.0129788566133998,0.9576325314030232,0.9788162657015116,0.9918032786885246,0.9934210526315788,0.9736842105263158,0.9786453839516824,0.957290767903365,0.9852243313201036,0.9918032786885246,0.9918032786885246
10,10,0,5,4,2,0.984453682641776,0.0143323475041073,0.9511390249095166,0.9788162657015116,0.9918032786885246,1.0,0.986842105263158,0.977027610008628,0.9720664365832614,0.9934210526315788,0.9934210526315788,1.0
11,5,1,5,4,2,0.9777129578790492,0.0154119308193436,0.9511390249095166,0.9542261017670852,0.9918032786885246,0.986842105263158,0.986842105263158,0.986842105263158,0.9654874892148404,0.9736842105263158,1.0,0.9802631578947368
12,10,1,5,4,2,0.9831293490806,0.0121193933131669,0.9576325314030232,0.987012987012987,0.9918032786885246,0.9918032786885246,0.986842105263158,0.9720664365832614,0.9736842105263158,0.9934210526315788,0.977027610008628,1.0
1,-1,0,5,4,3,0.9716220039666976,0.0179457959546076,0.9836065573770492,0.9771130508835426,0.9934210526315788,0.9754098360655736,0.9688308886971528,0.986842105263158,0.9736842105263158,0.9278472821397756,0.977027610008628,0.952437446074202
2,-1,1,5,4,3,0.9819434017233843,0.0115810205295447,1.0,0.9771130508835426,0.9852243313201036,0.986842105263158,0.9622519413287316,0.9786453839516824,0.9802631578947368,0.963869715271786,0.9934210526315788,0.9918032786885246
3,-1,0,10,4,3,0.9853946528019004,0.0150976321194915,0.9836065573770492,0.985309772195018,0.9934210526315788,0.9934210526315788,0.9934210526315788,0.9720664365832614,1.0,0.945858498705781,0.9934210526315788,0.9934210526315788
4,-1,1,10,4,3,0.9870339970641956,0.0104682853334045,1.0,0.985309772195018,0.9918032786885246,0.9934210526315788,0.9688308886971528,0.986842105263158,0.9802631578947368,0.9704486626402072,0.9934210526315788,1.0
5,5,0,0,4,3,0.9913049202738587,0.0045884330436757,1.0,0.9935064935064934,0.986842105263158,0.9836065573770492,0.9852243313201036,0.9934210526315788,0.9934210526315788,0.9934210526315788,0.9918032786885246,0.9918032786885246
6,10,0,0,4,3,0.991134598792062,0.0058311319725945,1.0,0.9918032786885246,0.9934210526315788,0.9934210526315788,0.9852243313201036,0.986842105263158,1.0,0.9934210526315788,0.9836065573770492,0.9836065573770492
7,5,1,0,4,3,0.9913049202738587,0.0066897449100912,1.0,0.9935064935064934,0.9934210526315788,0.977027610008628,0.9852243313201036,0.9934210526315788,1.0,0.9934210526315788,0.9918032786885246,0.9852243313201036
8,10,1,0,4,3,0.9919713590981925,0.0085937121497465,1.0,0.987012987012987,1.0,0.9852243313201036,0.9852243313201036,0.986842105263158,1.0,1.0,1.0,0.9754098360655736
9,5,0,5,4,3,0.9767166612507424,0.0150739856764576,0.9935064935064934,0.972322759208005,0.9934210526315788,0.9704486626402072,0.9786453839516824,0.9671052631578948,1.0,0.945858498705781,0.977027610008628,0.9688308886971528
10,10,0,5,4,3,0.9813048362336542,0.0106562138007779,1.0,0.9788162657015116,0.9852243313201036,0.9852243313201036,0.9688308886971528,0.986842105263158,0.9934210526315788,0.977027610008628,0.9754098360655736,0.9622519413287316
11,5,1,5,4,3,0.981487763746176,0.0120607671801684,0.987012987012987,0.9675324675324676,0.9934210526315788,0.9786453839516824,0.9605263157894736,0.9802631578947368,1.0,0.986842105263158,0.9918032786885246,0.9688308886971528
12,10,1,5,4,3,0.980480681958249,0.0092522655049329,1.0,0.9658292527144986,0.986842105263158,0.9704486626402072,0.9852243313201036,0.9736842105263158,0.986842105263158,0.9786453839516824,0.9786453839516824,0.9786453839516824
1,-1,0,5,4,4,0.9708279640980244,0.0157625750933103,0.985309772195018,0.9395358739621036,0.9934210526315788,0.9688308886971528,0.9556729939603106,0.9688308886971528,0.9754098360655736,0.9622519413287316,0.9672131147540984,0.9918032786885246
2,-1,1,5,4,4,0.97998904675997,0.0118191465049192,0.9788162657015116,0.9672131147540984,0.986842105263158,0.9688308886971528,0.9622519413287316,0.9852243313201036,1.0,0.986842105263158,0.9704486626402072,0.9934210526315788
3,-1,0,10,4,4,0.983114501977746,0.0137780530944968,1.0,0.972322759208005,0.9934210526315788,0.977027610008628,0.9754098360655736,0.9934210526315788,0.9918032786885246,0.9704486626402072,0.957290767903365,1.0
4,-1,1,10,4,4,0.9855649742836974,0.0103215885130393,0.987012987012987,1.0,0.986842105263158,0.977027610008628,0.9688308886971528,0.9852243313201036,1.0,0.986842105263158,0.9704486626402072,0.9934210526315788
5,5,0,0,4,4,0.9878536691953432,0.0091257096581124,1.0,0.9935064935064934,0.986842105263158,0.9704486626402072,0.9786453839516824,0.9918032786885246,0.9918032786885246,0.986842105263158,0.9786453839516824,1.0
6,10,0,0,4,4,0.9893334771354616,0.0102730499508833,1.0,0.9672131147540984,0.9934210526315788,1.0,0.9852243313201036,0.9852243313201036,1.0,0.977027610008628,0.9934210526315788,0.9918032786885246
7,5,1,0,4,4,0.9898273534058692,0.0096371936144623,1.0,0.9771130508835426,1.0,0.9934210526315788,0.9704486626402072,0.9852243313201036,1.0,0.9934210526315788,0.9934210526315788,0.9852243313201036
8,10,1,0,4,4,0.9942515099223468,0.0062433033787222,1.0,1.0,1.0,1.0,0.9852243313201036,0.9852243313201036,0.9918032786885246,0.986842105263158,0.9934210526315788,1.0
9,5,0,5,4,4,0.9824458220812836,0.0053728814094518,0.987012987012987,0.985309772195018,0.9802631578947368,0.9802631578947368,0.9802631578947368,0.9836065573770492,0.9918032786885246,0.986842105263158,0.977027610008628,0.9720664365832614
10,10,0,5,4,4,0.9840959515031992,0.0064521098872194,0.987012987012987,0.985309772195018,0.9934210526315788,0.9802631578947368,0.9934210526315788,0.9852243313201036,0.9836065573770492,0.9704486626402072,0.9786453839516824,0.9836065573770492
11,5,1,5,4,4,0.9773808590029468,0.0094938030319863,0.9805194805194803,0.9641260378965296,0.9802631578947368,0.9671052631578948,0.963869715271786,0.977027610008628,0.9918032786885246,0.9786453839516824,0.9786453839516824,0.9918032786885246
12,10,1,5,4,4,0.9842406407225216,0.0092195081142604,1.0,0.9689163295720672,0.986842105263158,0.9786453839516824,0.9720664365832614,0.9852243313201036,0.9918032786885246,0.986842105263158,0.9786453839516824,0.9934210526315788
1,-1,0,5,5,60,0.8723294821120907,0.0757079477002973,0.9615384615384616,0.934782608695652,0.8949275362318841,0.7282608695652175,0.9782608695652174,0.916083916083916,0.8618881118881119,0.8006993006993006,0.8006993006993006,0.8461538461538461
2,-1,1,5,5,60,0.8639961487787575,0.0669436335527498,0.9013377926421404,0.8731884057971017,0.9166666666666669,0.7282608695652175,0.9565217391304348,0.9388111888111887,0.8618881118881119,0.854895104895105,0.8234265734265734,0.784965034965035
3,-1,0,10,5,60,0.8616588122022906,0.0669416439809173,0.9013377926421404,0.9565217391304348,0.8949275362318841,0.7699275362318843,0.934782608695652,0.916083916083916,0.8094405594405595,0.8706293706293706,0.7622377622377623,0.8006993006993006
4,-1,1,10,5,60,0.856535674470457,0.0636660181880739,0.8745819397993311,0.8931159420289855,0.9365942028985508,0.7916666666666667,0.934782608695652,0.8933566433566433,0.8618881118881119,0.854895104895105,0.7237762237762237,0.8006993006993006
5,5,0,0,5,60,0.910400831053005,0.0472014018801592,0.9230769230769232,0.9782608695652174,0.8949275362318841,0.8731884057971017,0.9782608695652174,0.9388111888111887,0.931818181818182,0.9003496503496505,0.8234265734265734,0.8618881118881119
6,10,0,0,5,60,0.913431134083308,0.0459732202076693,0.939799331103679,0.9583333333333331,0.9583333333333331,0.8315217391304349,0.914855072463768,0.9230769230769232,0.9772727272727272,0.9003496503496505,0.8461538461538461,0.8846153846153846
7,5,1,0,5,60,0.8979477044694436,0.069025122415618,0.9013377926421404,0.9583333333333331,0.9365942028985508,0.8532608695652174,0.9365942028985508,0.9615384615384616,0.9772727272727272,0.8234265734265734,0.7465034965034965,0.8846153846153846
8,10,1,0,5,60,0.91323350562481,0.055555342295154,0.9615384615384616,0.9782608695652174,0.9583333333333331,0.8115942028985507,0.9365942028985508,0.9615384615384616,0.916083916083916,0.9003496503496505,0.8234265734265734,0.8846153846153846
9,5,0,5,5,60,0.9157279314888012,0.0498534328629773,0.9615384615384616,0.9782608695652174,0.9166666666666669,0.875,0.9782608695652174,0.9615384615384616,0.8776223776223776,0.9003496503496505,0.8234265734265734,0.8846153846153846
10,10,0,5,5,60,0.9030467720685112,0.0596117381197717,0.8795986622073579,0.9782608695652174,0.9583333333333331,0.7916666666666667,0.9365942028985508,0.9615384615384616,0.9388111888111887,0.9003496503496505,0.8234265734265734,0.8618881118881119
11,5,1,5,5,60,0.9015316205533598,0.0584051715593472,0.939799331103679,0.8949275362318841,0.9166666666666669,0.7699275362318843,0.9782608695652174,0.9615384615384616,0.9230769230769232,0.8618881118881119,0.8461538461538461,0.9230769230769232
12,10,1,5,5,60,0.9063633829938178,0.0652061230641367,0.939799331103679,1.0,0.9583333333333331,0.8333333333333333,1.0,0.9230769230769232,0.8391608391608392,0.8776223776223776,0.8076923076923077,0.8846153846153846
1,-1,0,5,5,1,0.8479299685821425,0.0675522534232348,0.7859531772575251,0.875,0.7699275362318843,0.9583333333333331,0.7264492753623188,0.9003496503496505,0.8846153846153846,0.8618881118881119,0.9003496503496505,0.8164335664335665
2,-1,1,5,5,1,0.869572818485862,0.0671830738380533,0.8076923076923077,0.8949275362318841,0.7481884057971016,0.9365942028985508,0.7681159420289854,0.9615384615384616,0.8846153846153846,0.9003496503496505,0.9003496503496505,0.8933566433566433
3,-1,0,10,5,1,0.8551142697881827,0.0512214871874304,0.862876254180602,0.8333333333333333,0.7898550724637681,0.914855072463768,0.7463768115942029,0.916083916083916,0.9003496503496505,0.8618881118881119,0.854895104895105,0.8706293706293706
4,-1,1,10,5,1,0.8847585385628864,0.0509300203354803,0.8846153846153846,0.8949275362318841,0.766304347826087,0.934782608695652,0.8949275362318841,0.9615384615384616,0.9003496503496505,0.9003496503496505,0.8776223776223776,0.8321678321678321
5,5,0,0,5,1,0.9146840478362218,0.0265970212186912,0.9180602006688964,0.8949275362318841,0.8949275362318841,0.9365942028985508,0.9166666666666669,0.9615384615384616,0.8846153846153846,0.8846153846153846,0.9003496503496505,0.9545454545454544
6,10,0,0,5,1,0.9022486571399616,0.0407808842925029,0.9615384615384616,0.9166666666666669,0.8731884057971017,0.9583333333333331,0.8949275362318841,0.9388111888111887,0.8846153846153846,0.8234265734265734,0.9003496503496505,0.8706293706293706
7,5,1,0,5,1,0.9102779466909904,0.0247566112364655,0.8745819397993311,0.9365942028985508,0.9365942028985508,0.9166666666666669,0.9365942028985508,0.9388111888111887,0.9003496503496505,0.8846153846153846,0.9003496503496505,0.8776223776223776
8,10,1,0,5,1,0.9051801459410154,0.0367217572102198,0.9230769230769232,0.875,0.8949275362318841,0.9583333333333331,0.8532608695652174,0.9615384615384616,0.8846153846153846,0.8618881118881119,0.9003496503496505,0.9388111888111887
9,5,0,5,5,1,0.9006346913955611,0.0613012461198078,1.0,0.9365942028985508,0.7699275362318843,0.9583333333333331,0.9166666666666669,0.9230769230769232,0.8461538461538461,0.8618881118881119,0.8776223776223776,0.916083916083916
10,10,0,5,5,1,0.8958675382588426,0.0368101327353508,0.9230769230769232,0.875,0.8532608695652174,0.9365942028985508,0.8532608695652174,0.9615384615384616,0.9230769230769232,0.9003496503496505,0.8776223776223776,0.854895104895105
11,5,1,5,5,1,0.9049001722914768,0.0415389929928763,0.9230769230769232,0.875,0.8731884057971017,0.9583333333333331,0.8949275362318841,0.9615384615384616,0.9230769230769232,0.8234265734265734,0.8776223776223776,0.9388111888111887
12,10,1,5,5,1,0.920744653896828,0.0304875300038884,0.9615384615384616,0.9365942028985508,0.8949275362318841,0.9365942028985508,0.914855072463768,0.9615384615384616,0.9230769230769232,0.9230769230769232,0.9003496503496505,0.854895104895105
1,-1,0,5,5,2,0.8623809161852641,0.0558614011002796,0.7809364548494983,0.8931159420289855,0.8315217391304349,1.0,0.8315217391304349,0.8618881118881119,0.8391608391608392,0.8776223776223776,0.8846153846153846,0.8234265734265734
